alias_id,entity_id,iso_alpha3,alias,normalized_alias,alias_type,match_priority,safe_for_unstructured_text,ambiguity_note
ALIAS_00843,M49_554,NZL,554,554,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00844,M49_512,OMN,Oman,oman,canonical_name,1,True,
ALIAS_00845,M49_512,OMN,Sultanate of Oman,sultanate of oman,official_name,2,True,
ALIAS_00846,M49_512,OMN,OMN,omn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00847,M49_512,OMN,OM,om,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00848,M49_512,OMN,512,512,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00849,M49_586,PAK,Pakistan,pakistan,canonical_name,1,True,
ALIAS_00850,M49_586,PAK,Islamic Republic of Pakistan,islamic republic of pakistan,official_name,2,True,
ALIAS_00851,M49_586,PAK,PAK,pak,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00852,M49_586,PAK,PK,pk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00853,M49_586,PAK,586,586,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00854,M49_591,PAN,Panama,panama,canonical_name,1,True,
ALIAS_00855,M49_591,PAN,Republic of Panama,republic of panama,official_name,2,True,
ALIAS_00856,M49_591,PAN,PAN,pan,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00857,M49_591,PAN,PA,pa,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00858,M49_591,PAN,591,591,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00859,M49_612,PCN,Pitcairn,pitcairn,canonical_name,1,True,
ALIAS_00860,M49_612,PCN,PCN,pcn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00861,M49_612,PCN,PN,pn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00862,M49_612,PCN,612,612,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00863,M49_604,PER,Peru,peru,canonical_name,1,True,
ALIAS_00864,M49_604,PER,Republic of Peru,republic of peru,official_name,2,True,
ALIAS_00865,M49_604,PER,PER,per,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00866,M49_604,PER,PE,pe,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00867,M49_604,PER,604,604,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00868,M49_608,PHL,Philippines,philippines,canonical_name,1,True,
ALIAS_00869,M49_608,PHL,Republic of the Philippines,republic of the philippines,official_name,2,True,
ALIAS_00870,M49_608,PHL,PHL,phl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00871,M49_608,PHL,PH,ph,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00872,M49_608,PHL,608,608,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00873,M49_585,PLW,Palau,palau,canonical_name,1,True,
ALIAS_00874,M49_585,PLW,Republic of Palau,republic of palau,official_name,2,True,
ALIAS_00875,M49_585,PLW,PLW,plw,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00876,M49_585,PLW,PW,pw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00877,M49_585,PLW,585,585,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00878,M49_598,PNG,Papua New Guinea,papua new guinea,canonical_name,1,True,
ALIAS_00879,M49_598,PNG,Independent State of Papua New Guinea,independent state of papua new guinea,official_name,2,True,
ALIAS_00880,M49_598,PNG,PNG,png,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00881,M49_598,PNG,PG,pg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00882,M49_598,PNG,598,598,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00883,M49_616,POL,Poland,poland,canonical_name,1,True,
ALIAS_00884,M49_616,POL,Republic of Poland,republic of poland,official_name,2,True,
ALIAS_00885,M49_616,POL,POL,pol,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00886,M49_616,POL,PL,pl,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00887,M49_616,POL,616,616,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00888,M49_630,PRI,Puerto Rico,puerto rico,canonical_name,1,True,
ALIAS_00889,M49_630,PRI,PRI,pri,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00890,M49_630,PRI,PR,pr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00891,M49_630,PRI,630,630,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00892,M49_408,PRK,Democratic People's Republic of Korea,democratic people s republic of korea,canonical_name,1,True,
ALIAS_00893,M49_408,PRK,"Korea, Democratic People's Republic of",korea democratic people s republic of,iso_name,2,True,
ALIAS_00894,M49_408,PRK,Democratic People's Republic of Korea,democratic people s republic of korea,official_name,2,True,
ALIAS_00895,M49_408,PRK,North Korea,north korea,common_name,2,True,
ALIAS_00896,M49_408,PRK,PRK,prk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00897,M49_408,PRK,KP,kp,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00898,M49_408,PRK,408,408,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00899,M49_408,PRK,North Korea,north korea,curated_alias,1,True,
ALIAS_00900,M49_408,PRK,DPRK,dprk,curated_alias,1,True,
ALIAS_00901,M49_620,PRT,Portugal,portugal,canonical_name,1,True,
ALIAS_00902,M49_620,PRT,Portuguese Republic,portuguese republic,official_name,2,True,
ALIAS_00903,M49_620,PRT,PRT,prt,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00904,M49_620,PRT,PT,pt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00905,M49_620,PRT,620,620,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00906,M49_600,PRY,Paraguay,paraguay,canonical_name,1,True,
ALIAS_00907,M49_600,PRY,Republic of Paraguay,republic of paraguay,official_name,2,True,
ALIAS_00908,M49_600,PRY,PRY,pry,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00909,M49_600,PRY,PY,py,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00910,M49_600,PRY,600,600,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00911,M49_275,PSE,State of Palestine,state of palestine,canonical_name,1,True,
ALIAS_00912,M49_275,PSE,"Palestine, State of",palestine state of,iso_name,2,True,
ALIAS_00913,M49_275,PSE,the State of Palestine,the state of palestine,official_name,2,True,
ALIAS_00914,M49_275,PSE,PSE,pse,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00915,M49_275,PSE,PS,ps,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00916,M49_275,PSE,275,275,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00917,M49_275,PSE,Palestine,palestine,curated_alias,1,True,
ALIAS_00918,M49_258,PYF,French Polynesia,french polynesia,canonical_name,1,True,
ALIAS_00919,M49_258,PYF,PYF,pyf,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00920,M49_258,PYF,PF,pf,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00921,M49_258,PYF,258,258,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00922,M49_634,QAT,Qatar,qatar,canonical_name,1,True,
ALIAS_00923,M49_634,QAT,State of Qatar,state of qatar,official_name,2,True,
ALIAS_00924,M49_634,QAT,QAT,qat,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00925,M49_634,QAT,QA,qa,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00926,M49_634,QAT,634,634,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00927,M49_638,REU,Réunion,reunion,canonical_name,1,True,
ALIAS_00928,M49_638,REU,REU,reu,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00929,M49_638,REU,RE,re,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00930,M49_638,REU,638,638,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00931,M49_642,ROU,Romania,romania,canonical_name,1,True,
ALIAS_00932,M49_642,ROU,ROU,rou,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00933,M49_642,ROU,RO,ro,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00934,M49_642,ROU,642,642,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00935,M49_643,RUS,Russian Federation,russian federation,canonical_name,1,True,
ALIAS_00936,M49_643,RUS,RUS,rus,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00937,M49_643,RUS,RU,ru,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00938,M49_643,RUS,643,643,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00939,M49_643,RUS,Russia,russia,curated_alias,1,True,
ALIAS_00940,M49_646,RWA,Rwanda,rwanda,canonical_name,1,True,
ALIAS_00941,M49_646,RWA,Rwandese Republic,rwandese republic,official_name,2,True,
ALIAS_00942,M49_646,RWA,RWA,rwa,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00943,M49_646,RWA,RW,rw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00944,M49_646,RWA,646,646,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00945,M49_682,SAU,Saudi Arabia,saudi arabia,canonical_name,1,True,
ALIAS_00946,M49_682,SAU,Kingdom of Saudi Arabia,kingdom of saudi arabia,official_name,2,True,
ALIAS_00947,M49_682,SAU,SAU,sau,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00948,M49_682,SAU,SA,sa,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00949,M49_682,SAU,682,682,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00950,M49_682,SAU,KSA,ksa,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00951,M49_682,SAU,Kingdom of Saudi Arabia,kingdom of saudi arabia,curated_alias,1,True,
ALIAS_00952,M49_729,SDN,Sudan,sudan,canonical_name,1,True,
ALIAS_00953,M49_729,SDN,Republic of the Sudan,republic of the sudan,official_name,2,True,
ALIAS_00954,M49_729,SDN,SDN,sdn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00955,M49_729,SDN,SD,sd,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00956,M49_729,SDN,729,729,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00957,M49_686,SEN,Senegal,senegal,canonical_name,1,True,
ALIAS_00958,M49_686,SEN,Republic of Senegal,republic of senegal,official_name,2,True,
ALIAS_00959,M49_686,SEN,SEN,sen,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00960,M49_686,SEN,SN,sn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00961,M49_686,SEN,686,686,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00962,M49_702,SGP,Singapore,singapore,canonical_name,1,True,
ALIAS_00963,M49_702,SGP,Republic of Singapore,republic of singapore,official_name,2,True,
ALIAS_00964,M49_702,SGP,SGP,sgp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00965,M49_702,SGP,SG,sg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00966,M49_702,SGP,702,702,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00967,M49_239,SGS,South Georgia and the South Sandwich Islands,south georgia and the south sandwich islands,canonical_name,1,True,
ALIAS_00968,M49_239,SGS,SGS,sgs,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00969,M49_239,SGS,GS,gs,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00970,M49_239,SGS,239,239,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00971,M49_654,SHN,"Saint Helena, Ascension and Tristan da Cunha",saint helena ascension and tristan da cunha,canonical_name,1,True,
ALIAS_00972,M49_654,SHN,SHN,shn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00973,M49_654,SHN,SH,sh,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00974,M49_654,SHN,654,654,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00975,M49_744,SJM,Svalbard and Jan Mayen,svalbard and jan mayen,canonical_name,1,True,
ALIAS_00976,M49_744,SJM,SJM,sjm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00977,M49_744,SJM,SJ,sj,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00978,M49_744,SJM,744,744,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00979,M49_090,SLB,Solomon Islands,solomon islands,canonical_name,1,True,
ALIAS_00980,M49_090,SLB,SLB,slb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00981,M49_090,SLB,SB,sb,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00982,M49_090,SLB,090,090,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00983,M49_694,SLE,Sierra Leone,sierra leone,canonical_name,1,True,
ALIAS_00984,M49_694,SLE,Republic of Sierra Leone,republic of sierra leone,official_name,2,True,
ALIAS_00985,M49_694,SLE,SLE,sle,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00986,M49_694,SLE,SL,sl,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00987,M49_694,SLE,694,694,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00988,M49_222,SLV,El Salvador,el salvador,canonical_name,1,True,
ALIAS_00989,M49_222,SLV,Republic of El Salvador,republic of el salvador,official_name,2,True,
ALIAS_00990,M49_222,SLV,SLV,slv,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00991,M49_222,SLV,SV,sv,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00992,M49_222,SLV,222,222,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00993,M49_674,SMR,San Marino,san marino,canonical_name,1,True,
ALIAS_00994,M49_674,SMR,Republic of San Marino,republic of san marino,official_name,2,True,
ALIAS_00995,M49_674,SMR,SMR,smr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00996,M49_674,SMR,SM,sm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00997,M49_674,SMR,674,674,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00998,M49_706,SOM,Somalia,somalia,canonical_name,1,True,
ALIAS_00999,M49_706,SOM,Federal Republic of Somalia,federal republic of somalia,official_name,2,True,
ALIAS_01000,M49_706,SOM,SOM,som,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01001,M49_706,SOM,SO,so,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01002,M49_706,SOM,706,706,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01003,M49_666,SPM,Saint Pierre and Miquelon,saint pierre and miquelon,canonical_name,1,True,
ALIAS_01004,M49_666,SPM,SPM,spm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01005,M49_666,SPM,PM,pm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01006,M49_666,SPM,666,666,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01007,M49_688,SRB,Serbia,serbia,canonical_name,1,True,
ALIAS_01008,M49_688,SRB,Republic of Serbia,republic of serbia,official_name,2,True,
ALIAS_01009,M49_688,SRB,SRB,srb,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01010,M49_688,SRB,RS,rs,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01011,M49_688,SRB,688,688,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01012,M49_728,SSD,South Sudan,south sudan,canonical_name,1,True,
ALIAS_01013,M49_728,SSD,Republic of South Sudan,republic of south sudan,official_name,2,True,
ALIAS_01014,M49_728,SSD,SSD,ssd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01015,M49_728,SSD,SS,ss,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01016,M49_728,SSD,728,728,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01017,M49_678,STP,Sao Tome and Principe,sao tome and principe,canonical_name,1,True,
ALIAS_01018,M49_678,STP,Democratic Republic of Sao Tome and Principe,democratic republic of sao tome and principe,official_name,2,True,
ALIAS_01019,M49_678,STP,STP,stp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01020,M49_678,STP,ST,st,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01021,M49_678,STP,678,678,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01022,M49_740,SUR,Suriname,suriname,canonical_name,1,True,
ALIAS_01023,M49_740,SUR,Republic of Suriname,republic of suriname,official_name,2,True,
ALIAS_01024,M49_740,SUR,SUR,sur,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01025,M49_740,SUR,SR,sr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01026,M49_740,SUR,740,740,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01027,M49_703,SVK,Slovakia,slovakia,canonical_name,1,True,
ALIAS_01028,M49_703,SVK,Slovak Republic,slovak republic,official_name,2,True,
ALIAS_01029,M49_703,SVK,SVK,svk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01030,M49_703,SVK,SK,sk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01031,M49_703,SVK,703,703,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01032,M49_705,SVN,Slovenia,slovenia,canonical_name,1,True,
ALIAS_01033,M49_705,SVN,Republic of Slovenia,republic of slovenia,official_name,2,True,
ALIAS_01034,M49_705,SVN,SVN,svn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01035,M49_705,SVN,SI,si,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01036,M49_705,SVN,705,705,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01037,M49_752,SWE,Sweden,sweden,canonical_name,1,True,
ALIAS_01038,M49_752,SWE,Kingdom of Sweden,kingdom of sweden,official_name,2,True,
ALIAS_01039,M49_752,SWE,SWE,swe,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01040,M49_752,SWE,SE,se,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01041,M49_752,SWE,752,752,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01042,M49_748,SWZ,Eswatini,eswatini,canonical_name,1,True,
ALIAS_01043,M49_748,SWZ,Kingdom of Eswatini,kingdom of eswatini,official_name,2,True,
ALIAS_01044,M49_748,SWZ,SWZ,swz,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01045,M49_748,SWZ,SZ,sz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01046,M49_748,SWZ,748,748,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01047,M49_748,SWZ,Swaziland,swaziland,curated_alias,1,True,
ALIAS_01048,M49_534,SXM,Sint Maarten (Dutch part),sint maarten dutch part,canonical_name,1,True,
ALIAS_01049,M49_534,SXM,Sint Maarten (Dutch part),sint maarten dutch part,official_name,2,True,
ALIAS_01050,M49_534,SXM,SXM,sxm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01051,M49_534,SXM,SX,sx,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01052,M49_534,SXM,534,534,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01053,M49_690,SYC,Seychelles,seychelles,canonical_name,1,True,
ALIAS_01054,M49_690,SYC,Republic of Seychelles,republic of seychelles,official_name,2,True,
ALIAS_01055,M49_690,SYC,SYC,syc,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01056,M49_690,SYC,SC,sc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01057,M49_690,SYC,690,690,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01058,M49_760,SYR,Syrian Arab Republic,syrian arab republic,canonical_name,1,True,
ALIAS_01059,M49_760,SYR,Syria,syria,common_name,2,True,
ALIAS_01060,M49_760,SYR,SYR,syr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01061,M49_760,SYR,SY,sy,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01062,M49_760,SYR,760,760,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01063,M49_760,SYR,Syria,syria,curated_alias,1,True,
ALIAS_01064,M49_796,TCA,Turks and Caicos Islands,turks and caicos islands,canonical_name,1,True,
ALIAS_01065,M49_796,TCA,TCA,tca,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01066,M49_796,TCA,TC,tc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01067,M49_796,TCA,796,796,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01068,M49_148,TCD,Chad,chad,canonical_name,1,True,
ALIAS_01069,M49_148,TCD,Republic of Chad,republic of chad,official_name,2,True,
ALIAS_01070,M49_148,TCD,TCD,tcd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01071,M49_148,TCD,TD,td,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01072,M49_148,TCD,148,148,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01073,M49_768,TGO,Togo,togo,canonical_name,1,True,
ALIAS_01074,M49_768,TGO,Togolese Republic,togolese republic,official_name,2,True,
ALIAS_01075,M49_768,TGO,TGO,tgo,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01076,M49_768,TGO,TG,tg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01077,M49_768,TGO,768,768,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01078,M49_764,THA,Thailand,thailand,canonical_name,1,True,
ALIAS_01079,M49_764,THA,Kingdom of Thailand,kingdom of thailand,official_name,2,True,
ALIAS_01080,M49_764,THA,THA,tha,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01081,M49_764,THA,TH,th,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01082,M49_764,THA,764,764,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01083,M49_762,TJK,Tajikistan,tajikistan,canonical_name,1,True,
ALIAS_01084,M49_762,TJK,Republic of Tajikistan,republic of tajikistan,official_name,2,True,
ALIAS_01085,M49_762,TJK,TJK,tjk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01086,M49_762,TJK,TJ,tj,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01087,M49_762,TJK,762,762,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01088,M49_772,TKL,Tokelau,tokelau,canonical_name,1,True,
ALIAS_01089,M49_772,TKL,TKL,tkl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01090,M49_772,TKL,TK,tk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01091,M49_772,TKL,772,772,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01092,M49_795,TKM,Turkmenistan,turkmenistan,canonical_name,1,True,
ALIAS_01093,M49_795,TKM,TKM,tkm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01094,M49_795,TKM,TM,tm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01095,M49_795,TKM,795,795,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01096,M49_626,TLS,Timor-Leste,timor leste,canonical_name,1,True,
ALIAS_01097,M49_626,TLS,Democratic Republic of Timor-Leste,democratic republic of timor leste,official_name,2,True,
ALIAS_01098,M49_626,TLS,TLS,tls,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01099,M49_626,TLS,TL,tl,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01100,M49_626,TLS,626,626,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01101,M49_626,TLS,East Timor,east timor,curated_alias,1,True,
ALIAS_01102,M49_776,TON,Tonga,tonga,canonical_name,1,True,
ALIAS_01103,M49_776,TON,Kingdom of Tonga,kingdom of tonga,official_name,2,True,
ALIAS_01104,M49_776,TON,TON,ton,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01105,M49_776,TON,TO,to,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01106,M49_776,TON,776,776,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01107,M49_780,TTO,Trinidad and Tobago,trinidad and tobago,canonical_name,1,True,
ALIAS_01108,M49_780,TTO,Republic of Trinidad and Tobago,republic of trinidad and tobago,official_name,2,True,
ALIAS_01109,M49_780,TTO,TTO,tto,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01110,M49_780,TTO,TT,tt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01111,M49_780,TTO,780,780,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01112,M49_788,TUN,Tunisia,tunisia,canonical_name,1,True,
ALIAS_01113,M49_788,TUN,Republic of Tunisia,republic of tunisia,official_name,2,True,
ALIAS_01114,M49_788,TUN,TUN,tun,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01115,M49_788,TUN,TN,tn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01116,M49_788,TUN,788,788,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01117,M49_792,TUR,Türkiye,turkiye,canonical_name,1,True,
ALIAS_01118,M49_792,TUR,Republic of Türkiye,republic of turkiye,official_name,2,True,
ALIAS_01119,M49_792,TUR,TUR,tur,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01120,M49_792,TUR,TR,tr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_01121,M49_792,TUR,792,792,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_01122,M49_792,TUR,Turkey,turkey,curated_alias,1,True,
ALIAS_01123,M49_798,TUV,Tuvalu,tuvalu,canonical_name,1,True,
